지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,201910,18,8300,9,2003,정상로 81
강원도 삼척시 교동,733-1,733,1,교동코아루,60,201910,5,8500,11,2005,교동로 133
강원도 삼척시 교동,733-1,733,1,교동코아루,60,201910,22,8350,6,2005,교동로 133
강원도 삼척시 교동,745-1,745,1,신동아,59.895,201910,15,10000,3,1998,정상로 90
강원도 삼척시 교동,781,781,0,코아루타워,96.49,201910,4,25000,2,2014,교동로 97
강원도 삼척시 교동,555,555,0,현대,59.62,201910,23,6850,3,1997,봉황로 147
강원도 삼척시 남양동,05월 06일,5,6,강부맨션,64.25,201910,14,9100,7,1991,봉황로 91-36
강원도 삼척시 남양동,338,338,0,동화3차,84.9,201910,10,14150,7,1994,남양길 14-17
강원도 삼척시 남양동,348-2,348,2,한흥3,39.93,201910,22,5200,1,1988,남양안길 76
강원도 삼척시 도계읍 도계리,325-1,325,1,한림,56.7,201910,14,2400,1,1989,도계대한길 93
강원도 삼척시 도계읍 전두리,147-3,147,3,태진,46.25,201910,15,1800,5,1989,강원남부로 1385-48
강원도 삼척시 성북동,Jan-67,67,1,명보1,59.85,201910,21,4900,3,1991,오십천로 333
강원도 삼척시 원당동,117,117,0,한양,84.54,201910,15,9000,13,1991,오십천로 295-7
강원도 삼척시 원당동,117,117,0,한양,84.54,201910,15,9000,10,1991,오십천로 295-7
강원도 삼척시 원당동,117,117,0,한양,84.54,201910,25,7700,2,1991,오십천로 295-7
강원도 삼척시 정상동,457-3,457,3,석미,56.97,201910,4,6800,6,1998,청석로 78
강원도 삼척시 정상동,457-3,457,3,석미,39.87,201910,17,5350,5,1998,청석로 78
강원도 삼척시 정상동,457-3,457,3,석미,39.87,201910,21,4900,11,1998,청석로 78
강원도 삼척시 정상동,457-3,457,3,석미,56.97,201910,25,7000,4,1998,청석로 78
강원도 삼척시 정상동,457-3,457,3,석미,56.97,201910,30,7200,5,1998,청석로 78
강원도 삼척시 정상동,316-3,316,3,유성,39.48,201910,22,3900,1,1998,동해대로 4044-13
강원도 삼척시 정상동,454,454,0,정상주공,32.43,201910,24,2700,1,1988,척주로 128
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,201910,17,7000,1,2002,청석로 64
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,201910,25,6500,12,2002,청석로 64
강원도 삼척시 정상동,473,473,0,현진에버빌,64.564,201910,3,15000,9,2005,정상로 35
강원도 삼척시 정상동,473,473,0,현진에버빌,80.429,201910,31,19700,8,2005,정상로 35
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.8268,201910,21,16800,11,2011,동해대로 4284
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.8268,201910,30,17000,17,2011,동해대로 4284
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.8268,201910,30,17500,17,2011,동해대로 4284
강원도 속초시 교동,783,783,0,대명늘푸른,39.8354,201910,9,7700,14,2000,미시령로3337번길 10
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,201910,12,8400,2,2000,미시령로3337번길 7
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,201910,21,7950,2,2000,미시령로3337번길 7
강원도 속초시 교동,781-1,781,1,동부,84.96,201910,8,13000,13,1997,미시령로3359번길 15
강원도 속초시 교동,781-1,781,1,동부,84.96,201910,10,13500,13,1997,미시령로3359번길 15
강원도 속초시 교동,781-1,781,1,동부,84.96,201910,16,12200,3,1997,미시령로3359번길 15
강원도 속초시 교동,767-224,767,224,럭키설악1,84.93,201910,17,14000,9,1991,만천4길 1
강원도 속초시 교동,767-224,767,224,럭키설악1,76.39,201910,25,8900,6,1991,만천4길 1
강원도 속초시 교동,620-13,620,13,럭키설악2,84.991,201910,1,10800,6,1992,미시령로 3409
강원도 속초시 교동,800-68,800,68,로얄2,49.74,201910,1,5100,5,1987,만리공원길 16
강원도 속초시 교동,800-68,800,68,로얄2,49.74,201910,24,6700,2,1987,만리공원길 16
강원도 속초시 교동,904-5,904,5,로얄나하나(904-5),59.97,201910,11,9200,7,1995,만천8길 7
강원도 속초시 교동,904-5,904,5,로얄나하나(904-5),59.97,201910,16,10000,10,1995,만천8길 7
강원도 속초시 교동,904-5,904,5,로얄나하나(904-5),59.97,201910,21,9500,7,1995,만천8길 7
강원도 속초시 교동,1027,1027,0,명지미래힐,118.0531,201910,12,27500,5,2006,미시령로3337번길 20
강원도 속초시 교동,1027,1027,0,명지미래힐,84.9295,201910,17,20500,12,2006,미시령로3337번길 20
강원도 속초시 교동,1027,1027,0,명지미래힐,84.9295,201910,27,20900,7,2006,미시령로3337번길 20
강원도 속초시 교동,923,923,0,삼환,54.58,201910,16,7900,4,1994,밤골3길 39
강원도 속초시 교동,628-1,628,1,서울대명1,84.9,201910,4,10800,8,1991,번영로43번길 11
강원도 속초시 교동,984,984,0,석미모닝파크,73.1,201910,2,16000,2,2005,수복로 12
강원도 속초시 교동,619-33,619,33,설악현대,73.305,201910,14,12000,1,1992,미시령로3389번길 10
강원도 속초시 교동,619-33,619,33,설악현대,73.305,201910,23,13000,14,1992,미시령로3389번길 10
강원도 속초시 교동,658-42,658,42,속초 교동 블루핀,24.88,201910,16,12740,17,2019,교동로1길 17
강원도 속초시 교동,1030,1030,0,속초교동시티프라디움,84.3403,201910,15,24700,6,2018,미시령로 3307
강원도 속초시 교동,627-135,627,135,속초대명1(대명타워),59.78,201910,11,7300,14,1991,교동로7길 36
강원도 속초시 교동,627-306,627,306,속초대명3,59.93,201910,17,9300,9,1994,교동로7길 26
강원도 속초시 교동,898,898,0,주공2,47.3,201910,24,8500,5,1990,번영로43번길 52
강원도 속초시 교동,961,961,0,청초대우,70.236,201910,21,15500,6,1998,동해대로 4271
강원도 속초시 교동,961,961,0,청초대우,59.946,201910,28,13800,1,1998,동해대로 4271
강원도 속초시 교동,961,961,0,청초대우,84.999,201910,28,16500,4,1998,동해대로 4271
강원도 속초시 교동,618-10,618,10,현대1,84.99,201910,1,12900,11,1991,미시령로3359번길 9
강원도 속초시 교동,618-10,618,10,현대1,84.99,201910,11,11000,11,1991,미시령로3359번길 9
강원도 속초시 교동,618-10,618,10,현대1,121.98,201910,21,16000,9,1991,미시령로3359번길 9
강원도 속초시 교동,618-10,618,10,현대1,75.24,201910,23,10400,15,1991,미시령로3359번길 9
강원도 속초시 교동,781-6,781,6,현대2,123.27,201910,9,20500,15,1992,미시령로3359번길 4
강원도 속초시 교동,781-6,781,6,현대2,84.96,201910,31,13000,12,1992,미시령로3359번길 4
강원도 속초시 교동,782,782,0,현대3,84.975,201910,10,14000,7,1998,미시령로3337번길 6-43
강원도 속초시 교동,782,782,0,현대3,59.852,201910,10,11200,13,1998,미시령로3359번길 5
강원도 속초시 교동,782,782,0,현대3,59.852,201910,22,11000,4,1998,미시령로3359번길 5
강원도 속초시 금호동,629,629,0,보람레이크더하임,156.76,201910,16,29500,1,2008,영랑호반길 115-13
강원도 속초시 금호동,627,627,0,속초e-편한세상,84.975,201910,1,23000,9,2006,미시령로 3439
강원도 속초시 동명동,596,596,0,e편한세상 영랑호,84.9439,201910,14,36800,25,2017,번영로129번길 22
강원도 속초시 동명동,596,596,0,e편한세상 영랑호,84.9147,201910,15,34500,24,2017,번영로129번길 22
강원도 속초시 동명동,596,596,0,e편한세상 영랑호,84.9439,201910,16,30000,12,2017,번영로129번길 22
강원도 속초시 동명동,596,596,0,e편한세상 영랑호,74.6496,201910,21,27500,18,2017,번영로129번길 22
강원도 속초시 동명동,596,596,0,e편한세상 영랑호,84.9147,201910,23,26000,1,2017,번영로129번길 22
강원도 속초시 동명동,596,596,0,e편한세상 영랑호,84.9147,201910,28,36500,18,2017,번영로129번길 22
강원도 속초시 동명동,1-148,1,148,영금정,59.46,201910,29,17000,5,1991,영랑해안길 6
강원도 속초시 영랑동,180-1,180,1,대명드림빌,84.3789,201910,10,20000,14,2004,영랑로 23
강원도 속초시 영랑동,200,200,0,동현,84.96,201910,30,14000,4,1991,영랑로7길 13
강원도 속초시 조양동,1568,1568,0,대광로제비앙,84.8533,201910,14,21000,8,2009,온정로1길 11-8
강원도 속초시 조양동,1568,1568,0,대광로제비앙,84.8533,201910,17,21200,14,2009,온정로1길 11-8
강원도 속초시 조양동,1568,1568,0,대광로제비앙,84.8533,201910,28,19400,7,2009,온정로1길 11-8
강원도 속초시 조양동,1540,1540,0,부영1(동광),84.76,201910,19,17250,11,1998,조양로142번길 12
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,201910,18,9000,9,1998,조양로142번길 6
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,201910,28,9400,14,1998,조양로142번길 6
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201910,2,10650,14,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201910,2,10300,6,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201910,10,10500,3,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201910,11,10600,8,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201910,12,10800,12,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,84.88,201910,15,14500,2,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201910,16,10200,5,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,84.88,201910,16,16500,2,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,84.88,201910,25,21500,13,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201910,28,10970,3,1996,소평로 162
강원도 속초시 조양동,1501,1501,0,부영5,40,201910,1,7500,3,1995,청대로204번길 40
강원도 속초시 조양동,1501,1501,0,부영5,50,201910,4,6500,1,1995,청대로204번길 40
강원도 속초시 조양동,1501,1501,0,부영5,50,201910,11,9000,10,1995,청대로204번길 40
강원도 속초시 조양동,1501,1501,0,부영5,50,201910,12,7800,6,1995,청대로204번길 40
강원도 속초시 조양동,1501,1501,0,부영5,40,201910,15,7300,3,1995,청대로204번길 40
강원도 속초시 조양동,1501,1501,0,부영5,40,201910,16,6700,13,1995,청대로204번길 40
강원도 속초시 조양동,1502,1502,0,부영6,50,201910,7,7000,10,1995,조양로 163
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,201910,17,9900,18,2001,청대로 22-7
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,201910,23,10500,6,2001,청대로 8
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,201910,24,7800,12,2001,청대로 22-7
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,201910,24,9900,19,2001,청대로 22-7
강원도 속초시 조양동,1572,1572,0,속초 KCC 스위첸,84.9762,201910,10,29800,20,2019,청대로 40
강원도 속초시 조양동,1569,1569,0,속초조양양우내안애아파트,59.7891,201910,11,18000,13,2015,온정로1길 30
강원도 속초시 조양동,1569,1569,0,속초조양양우내안애아파트,59.9588,201910,14,18300,13,2015,온정로1길 30
강원도 속초시 조양동,1563,1563,0,속초조양코아루,84.98,201910,8,17500,2,2006,청대마을길 20
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,201910,5,11200,5,1998,온정로 6
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,201910,28,11000,12,1998,온정로 6
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,201910,28,9750,12,1998,온정로 6
강원도 속초시 조양동,1377-10,1377,10,진덕설악,46.04,201910,7,7300,12,1990,조양로22번길 4
강원도 속초시 조양동,1582,1582,0,효성해링턴플레이스,84.99,201910,14,27290,12,2019,청대로 210
강원도 속초시 청호동,1356,1356,0,속초청호아이파크,84.82,201910,9,39000,14,2018,청호로 22
강원도 속초시 청호동,1356,1356,0,속초청호아이파크,84.94,201910,16,45800,19,2018,청호로 22
강원도 속초시 청호동,1356,1356,0,속초청호아이파크,59.98,201910,18,25700,16,2018,청호로 22
강원도 속초시 청호동,1356,1356,0,속초청호아이파크,75.97,201910,29,30800,4,2018,청호로 22
강원도 양구군 양구읍 상리,510,510,0,경림,59.4,201910,20,10500,10,1998,양록길23번길 11
강원도 양구군 양구읍 상리,655,655,0,서희스타힐스,114.4,201910,7,28500,10,2013,청춘로 16
강원도 양구군 양구읍 상리,655,655,0,서희스타힐스,84.99,201910,11,21500,8,2013,청춘로 16
강원도 양구군 양구읍 상리,655,655,0,서희스타힐스,84.884,201910,17,22500,4,2013,청춘로 16
강원도 양구군 양구읍 상리,559,559,0,포미재,84.4862,201910,5,16000,8,2004,관공서로16번길 15
강원도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,77.12,201910,14,14800,5,2010,박수근로313번길 17
강원도 양양군 강현면 강선리,987,987,0,양양우미린디오션,84.98,201910,20,23970,7,2019,물치천로 70-1
강원도 양양군 강현면 정암리,162-6,162,6,썬라이즈빌,50.5365,201910,4,19000,9,2004,정암1길 13-24
강원도 양양군 양양읍 거마리,01월 31일,31,1,설악실크벨리,25.45,201910,13,2730,7,1998,거마천로 300
강원도 양양군 양양읍 거마리,01월 31일,31,1,설악실크벨리,25.45,201910,23,2880,5,1998,거마천로 300
강원도 양양군 양양읍 구교리,105-1,105,1,로얄타워맨션,59.748,201910,25,7400,9,1991,구교언덕길 24-1
강원도 양양군 양양읍 구교리,Jan-61,61,1,정아골든맨션,54.48,201910,2,5500,10,1992,북문길 22-22
강원도 양양군 양양읍 내곡리,262,262,0,이편한세상양양,60.3525,201910,12,17100,1,2018,한고개길 17-18
강원도 양양군 양양읍 내곡리,262,262,0,이편한세상양양,60.3525,201910,26,17100,2,2018,한고개길 17-18
강원도 양양군 양양읍 내곡리,61,61,0,하이펠리스,84.6,201910,15,14000,3,2007,내곡길 18
강원도 양양군 양양읍 서문리,414,414,0,양양서문주공,51.85,201910,10,10000,5,2005,양양로 154-9
강원도 양양군 양양읍 서문리,414,414,0,양양서문주공,59.57,201910,23,11800,3,2005,양양로 154-9
강원도 양양군 양양읍 서문리,419,419,0,양양코아루,73.8029,201910,1,16000,12,2016,임천1길 26-3
강원도 양양군 양양읍 서문리,419,419,0,양양코아루,73.8029,201910,16,15200,18,2016,임천1길 26-3
강원도 양양군 양양읍 성내리,72,72,0,정아2,45.82,201910,6,4500,5,1995,북문길 39
강원도 양양군 양양읍 송암리,455,455,0,일심샹스빌2단지,84.9984,201910,7,12000,2,2007,청곡길 53-1
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,84.7407,201910,14,12000,2,2002,남대천로 99-14
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,84.7407,201910,21,12500,12,2002,남대천로 99-14
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,84.7407,201910,22,13300,7,2002,남대천로 99-14
강원도 양양군 현남면 광진리,141,141,0,대목바다마을,38.88,201910,2,6900,4,1998,동해대로 611-7
강원도 양양군 현남면 광진리,141,141,0,대목바다마을,58.32,201910,15,10000,1,1998,동해대로 611-7
강원도 양양군 현남면 광진리,141,141,0,대목바다마을,38.88,201910,25,6800,6,1998,동해대로 611-7
강원도 영월군 영월읍 덕포리,505-11,505,11,금용,59.82,201910,10,7000,3,1994,중리1길 108
강원도 영월군 영월읍 방절리,482-1,482,1,신아,39.9,201910,16,2850,4,1997,청령포로 213
강원도 영월군 영월읍 영흥리,1037-2,1037,2,장미,63,201910,22,5300,5,1990,영모전길 122-6
강원도 영월군 영월읍 하송리,26,26,0,다미아아파트,59.9208,201910,22,18000,7,2017,제방안길 54
강원도 영월군 영월읍 하송리,363,363,0,드림채,121.473,201910,26,25500,16,2012,하송로 146-10
강원도 영월군 영월읍 하송리,389,389,0,주공2,46.98,201910,4,5300,1,1992,하송로 103-4
강원도 영월군 영월읍 하송리,389,389,0,주공2,47.31,201910,7,6100,1,1992,하송로 103-4
강원도 영월군 영월읍 하송리,403,403,0,주공3,49.96,201910,7,7400,6,1998,하송로 123-4
강원도 영월군 영월읍 하송리,394,394,0,주공4,59.8,201910,8,11700,9,1999,하송로 123-7
강원도 영월군 영월읍 하송리,394,394,0,주공4,49.44,201910,31,7700,9,1999,하송로 123-7
강원도 영월군 영월읍 하송리,189-2,189,2,하송주공1차,38.57,201910,4,5100,4,1983,중앙로 4
강원도 영월군 영월읍 하송리,189-2,189,2,하송주공1차,39.38,201910,11,5900,4,1983,중앙로 4
강원도 영월군 영월읍 하송리,189-2,189,2,하송주공1차,54.09,201910,21,7000,1,1983,중앙로 4
강원도 영월군 영월읍 하송리,189-2,189,2,하송주공1차,39.38,201910,28,3700,4,1983,중앙로 4
강원도 영월군 영월읍 하송리,189-2,189,2,하송주공1차,39.38,201910,31,4850,4,1983,중앙로 4
강원도 원주시 개운동,441,441,0,개운한신휴플러스1차,84.98,201910,6,18700,2,2006,서원대로 389
강원도 원주시 개운동,441,441,0,개운한신휴플러스1차,84.98,201910,30,19500,5,2006,서원대로 389
강원도 원주시 개운동,322,322,0,개운현대,84.986,201910,7,10900,17,1998,남원로606번길 2
강원도 원주시 개운동,322,322,0,개운현대,84.974,201910,16,11800,8,1998,남원로606번길 2
강원도 원주시 개운동,203-70,203,70,세경,47.07,201910,19,5000,3,1988,강변로 353
